Majority protein IDs,R1_C2_03,R1_C2_06,R1_C2_12,R1_C2_24,R1_C2_80,R1_C6_03,R1_C6_06,R1_C6_12,R1_C6_24,R1_C6_80,R1_Con_03,R1_Con_06,R1_Con_12,R1_Con_24,R1_Con_80,markers
Q6NVY1;Q6NVY1-2,0.004108914,0.007505715,0.072326629,0.09093509,0.178293314,0.003717924,0.008095816,0.070663468,0.111827978,0.100274457,0.00303392,0.007612858,0.094197248,0.117877688,0.129528982,unknown
P49773,0.088290432,0.072252798,0.037120989,0.04474197,0.111900529,0.069543634,0.077079226,0.040779137,0.043084644,0.087442362,0.071294111,0.080304606,0.040136778,0.040169769,0.095859015,unknown
Q9BX68,0.003329714,0.00596002,0.092432316,0.056432945,0.085904972,0.002909574,0.006058826,0.08648518,0.102688353,0.079518413,0.002429537,0.005736299,0.107884631,0.215709535,0.146519684,unknown
Q5QNW6-2;Q93079;Q99879;Q99877;Q5QNW6;P58876;O60814;P62807;P57053;Q99880,0.005739288,0.047197042,0.059432707,0.072792889,0.076457378,0.010013762,0.048746523,0.061622901,0.077326917,0.098310282,0.012363154,0.103926331,0.105024697,0.110578636,0.110467492,unknown
P52789,0.006321255,0.016365024,0.077732076,0.097010869,0.142027594,0.00525511,0.014232928,0.079470629,0.083189469,0.150625599,0.00432685,0.01663538,0.07940101,0.099294774,0.128111434,unknown
P01891;P16190,0.03195439,0.031631293,0.041649848,0.088173289,0.158237026,0.032583624,0.027397957,0.034911025,0.0758303,0.146750542,0.032122299,0.033892549,0.036798303,0.074901714,0.153165843,unknown
P30508;P30510;Q29960-2;Q29960;Q07000;P30504;P30505;Q9TNN7;P30501;Q95604,0.0345627,0.023871276,0.034968288,0.080549124,0.165660624,0.032034835,0.022560173,0.031154064,0.078712575,0.159311963,0.030860603,0.026653165,0.031935855,0.078871098,0.168293656,unknown
Q14527;Q14527-2,0.122892043,0.097866611,0.061010797,0.043423516,0.036124978,0.080483834,0.068207083,0.046068294,0.033667006,0.032118811,0.110025379,0.12174499,0.060872495,0.04644846,0.039045704,unknown
Q96FZ2,0.11405469,0.112223289,0.048815284,0.038750277,0.042159144,0.092408769,0.10068085,0.050647454,0.039201202,0.036830385,0.082813154,0.10550559,0.060472378,0.038498652,0.036938884,unknown
P09429;B2RPK0,0.116427538,0.092326185,0.043214569,0.036449491,0.043316332,0.103111345,0.085161012,0.043772092,0.036953088,0.040842704,0.132996674,0.09929305,0.04499586,0.037658472,0.043481589,unknown
P26583,0.122195769,0.110896798,0.048850495,0.036497416,0.033719608,0.095259021,0.082798863,0.04143976,0.030111585,0.029258426,0.140698269,0.114894895,0.045715291,0.034866192,0.032797611,unknown
P30519,0.032274352,0.018661644,0.030622016,0.078396891,0.167631723,0.029915918,0.018163712,0.029774032,0.077071291,0.162735664,0.032021223,0.019118276,0.030782886,0.08636381,0.186466561,unknown
Q9H910;Q9H910-2;Q9H910-3,0.091417038,0.087636124,0.054163752,0.056742648,0.074365293,0.056375558,0.074765966,0.046877533,0.048152506,0.064527971,0.06955838,0.104006957,0.044474656,0.051308092,0.075627527,unknown
P09651;P09651-2;P09651-3;Q32P51,0.092183127,0.137003744,0.03938355,0.02470615,0.023157558,0.113140583,0.128181316,0.035764105,0.024209739,0.022257125,0.100081666,0.155132088,0.046709086,0.029910091,0.028180071,unknown
P32754;P32754-2,0.091106947,0.068450606,0.035197761,0.047975749,0.092855851,0.081620618,0.078509764,0.042132548,0.048967639,0.091684846,0.073105903,0.076002156,0.039248123,0.046013934,0.087127555,unknown
Q96IR7,0.00401228,0.007243049,0.078111766,0.117253647,0.136961648,0.003568402,0.006948683,0.051270364,0.13207048,0.119224447,0.002898151,0.007109393,0.075394749,0.136692902,0.121240038,unknown
Q99714;Q99714-2,0.003427421,0.00646368,0.077439444,0.115756019,0.135184189,0.003073892,0.006317759,0.072142376,0.118873914,0.122192963,0.002528009,0.006337372,0.077914672,0.120139511,0.132208779,unknown
Q8NBQ5,0.023405731,0.011060268,0.025469136,0.072229151,0.199439969,0.022198707,0.009421932,0.022975918,0.069441982,0.199257654,0.020571859,0.010559027,0.027626945,0.079262009,0.207079711,unknown
Q6YN16;Q6YN16-2,0.009894029,0.01214579,0.042806142,0.089395585,0.180092551,0.008798823,0.012320918,0.040417178,0.096856217,0.183805205,0.007454497,0.012231681,0.043559084,0.112563886,0.147658416,unknown
P07900;P07900-2,0.071471707,0.073063787,0.040871108,0.04906989,0.109817445,0.068540371,0.068644391,0.045794711,0.047875107,0.09453665,0.057820554,0.07855661,0.042614884,0.048048473,0.103274312,unknown
P08238,0.070632881,0.072809581,0.041851441,0.049337611,0.110220834,0.060883222,0.065968723,0.044317902,0.049120641,0.096205962,0.057401901,0.079482463,0.045023405,0.049604974,0.107138458,unknown
Q58FF8,0.06998929,0.073454185,0.040973954,0.050811806,0.113393066,0.057994703,0.066724215,0.043182642,0.049848669,0.096201803,0.050895731,0.076957713,0.045659089,0.051537822,0.112375312,unknown
Q0VDF9,0.176236556,0.094250462,0.027813548,0.018244478,0.018635846,0.159374168,0.104850956,0.027823388,0.018687283,0.018584409,0.154181268,0.113344769,0.029347265,0.019218202,0.019407401,unknown
P0DMV9;P0DMV8;P0DMV8-2,0.07443582,0.066376719,0.049630471,0.060752578,0.092508773,0.069032955,0.064471874,0.054930703,0.060957846,0.092139669,0.06071209,0.067869145,0.049181331,0.055470237,0.081529789,unknown
P34932,0.082466781,0.074573144,0.041932835,0.049334584,0.088758528,0.076812667,0.072649834,0.045525702,0.046992259,0.08310962,0.071636128,0.088755926,0.04474753,0.048414571,0.084289891,unknown
O95757,0.071381621,0.078414315,0.041203763,0.047002406,0.092792241,0.062124629,0.065862225,0.054650513,0.053548567,0.098323452,0.08508184,0.089743094,0.045325858,0.04459982,0.069945655,unknown
P11142;P11142-2,0.081662084,0.06638511,0.050311799,0.060026307,0.08417391,0.068869995,0.061220415,0.05210415,0.058585771,0.080370514,0.070046671,0.069068881,0.051933789,0.06033771,0.084902895,unknown
P04792,0.072776583,0.073238345,0.037571953,0.048145044,0.108714972,0.064619837,0.067978683,0.047121893,0.050684737,0.09409988,0.05820735,0.073625783,0.043672908,0.046736036,0.112805997,unknown
Q92598;Q92598-2;Q92598-3,0.084448607,0.070394959,0.044372268,0.053107326,0.096393573,0.068001151,0.069990711,0.045133877,0.047822952,0.085203879,0.06282069,0.084619683,0.044668802,0.051310385,0.091711136,unknown
Q9BUP3-3,0.049859464,0.047899258,0.078274816,0.099363219,0.079913614,0.045684341,0.047748718,0.074711384,0.081399965,0.066815937,0.043840376,0.045967637,0.078268464,0.087440649,0.072812158,unknown
Q7Z6Z7;Q7Z6Z7-2;Q7Z6Z7-3,0.086671928,0.078082068,0.045119748,0.051020758,0.087952625,0.064243188,0.075534155,0.04531461,0.053031881,0.061853371,0.057222027,0.10150105,0.051313664,0.053362779,0.087776146,unknown
P14735,0.047031882,0.059656827,0.063967162,0.064723036,0.09943835,0.039813211,0.055432282,0.068156928,0.074334534,0.097753479,0.03298407,0.056984992,0.067223293,0.068926713,0.103573242,unknown
O75874,0.083982627,0.06763207,0.036920039,0.040972534,0.107551084,0.074853202,0.065636523,0.03988993,0.045443528,0.089151658,0.076826127,0.081852966,0.036808547,0.041518684,0.11096048,unknown
P48735;P48735-2,0.003867968,0.006725903,0.086837718,0.116821135,0.122231557,0.003463286,0.007405065,0.078161688,0.023132854,0.135621253,0.00290896,0.006970559,0.087939157,0.157570852,0.160342044,unknown
P50213;P50213-2,0.003282448,0.005756081,0.080018053,0.114324137,0.129220601,0.002820521,0.005705113,0.076114262,0.124919679,0.116639399,0.002267591,0.005884787,0.070393634,0.127299255,0.13535444,unknown
P51553;P51553-2,0.004183746,0.007890157,0.097110575,0.048101269,0.137355893,0.003734761,0.007484109,0.077376194,0.13847553,0.118794563,0.003151625,0.008059335,0.09821275,0.11855831,0.13151118,unknown
Q13907,0.027032509,0.041378253,0.052963777,0.063630366,0.135663883,0.023536228,0.042570646,0.055729695,0.064262739,0.132342502,0.022549499,0.040594909,0.060160862,0.065635728,0.171948403,unknown
Q01628,0.096208265,0.022631368,0.02458335,0.071782436,0.145516854,0.078147421,0.019168303,0.023105535,0.067044771,0.134939276,0.07757826,0.02085294,0.023888332,0.063689927,0.13086296,unknown
Q9NZI8;Q9NZI8-2,0.171353866,0.092370867,0.036230714,0.025235318,0.024243423,0.150643322,0.093818057,0.036507143,0.024550748,0.023358848,0.136420745,0.095205626,0.038118566,0.025637496,0.026305263,unknown
Q9Y6M1;Q9Y6M1-1;Q9Y6M1-5;Q9Y6M1-6;Q9Y6M1-3;Q9Y6M1-4,0.144008967,0.098747322,0.035155461,0.024860687,0.02361717,0.169115035,0.10165654,0.036776158,0.025049277,0.022534384,0.146527074,0.087485487,0.035069202,0.024399927,0.024997308,unknown
O00425,0.159602476,0.092562258,0.036498364,0.025123675,0.024097257,0.150425205,0.092613528,0.036239452,0.025353876,0.023818862,0.144262591,0.097299575,0.038863433,0.026753538,0.02648591,unknown
Q70UQ0;Q70UQ0-2,0.02630948,0.013636389,0.029137608,0.11191503,0.165293734,0.022714307,0.013454174,0.029699134,0.09875285,0.174244466,0.025083667,0.013391002,0.027698977,0.092665903,0.156003279,unknown
O95163,0.091404201,0.085749688,0.050248106,0.055790155,0.057421378,0.06788741,0.087110018,0.067953911,0.049116617,0.052711565,0.061124878,0.087391667,0.070170926,0.060348385,0.055571094,unknown
Q12905,0.159137507,0.107016424,0.031338184,0.021333819,0.018120487,0.154637531,0.09702036,0.027584854,0.018445533,0.015874431,0.156551113,0.119271214,0.032260023,0.021879059,0.01952946,unknown
Q12906-7;Q12906-4;Q12906-6,0.1652938,0.108192061,0.031616467,0.021072133,0.017519811,0.147876339,0.094421675,0.027095168,0.01780675,0.015505428,0.158375085,0.120782512,0.033716217,0.021893618,0.018832936,unknown
Q13418;Q13418-2;Q13418-3,0.076175416,0.089446619,0.063567538,0.055326282,0.050684584,0.078587433,0.087811886,0.058982426,0.049323354,0.047512573,0.066976899,0.105998291,0.064251296,0.053344169,0.052011233,unknown
A1L0T0,0.032840349,0.020090692,0.03312298,0.085716557,0.163149241,0.031757668,0.019893439,0.030723564,0.075651522,0.170093562,0.029483375,0.021797884,0.03168701,0.082349278,0.171642879,unknown
Q9NX62,0.022319316,0.030861291,0.061733311,0.117701821,0.114152981,0.020042281,0.02678095,0.067295912,0.090326233,0.107228616,0.019642005,0.0323093,0.072074466,0.105866852,0.111664666,unknown
P12268,0.099434856,0.072567517,0.044413453,0.048457675,0.083221479,0.093074211,0.074198533,0.045863598,0.045830279,0.063742896,0.070807988,0.089586883,0.045566905,0.048324401,0.074909326,unknown
Q27J81;Q27J81-2,0.039695267,0.020915204,0.029991144,0.085454513,0.190853622,0.036023371,0.016049954,0.026160003,0.062916093,0.117996982,0.040382557,0.025492741,0.034920874,0.084824375,0.188323301,unknown
O00410;O00410-3,0.061991129,0.073830648,0.049290454,0.061091479,0.091480495,0.053171704,0.063553967,0.050696019,0.05672741,0.081362188,0.046525516,0.082617078,0.057222327,0.063641953,0.106797633,unknown
O95373,0.064535052,0.074464035,0.048611946,0.055212716,0.087250384,0.057960996,0.068028006,0.050004452,0.053990516,0.080383579,0.047916249,0.090327033,0.055298426,0.058880429,0.107136178,unknown
P53990;P53990-4;P53990-2;P53990-5;P53990-3,0.108009073,0.068107333,0.051033059,0.062989665,0.070508775,0.090781499,0.052778142,0.043006424,0.06032553,0.067061028,0.087269009,0.058134689,0.047300294,0.058645191,0.074050288,unknown
Q96J02;Q96J02-2;Q96J02-3,0.083343166,0.082626696,0.066569779,0.059205584,0.061113059,0.076617343,0.062278597,0.061078254,0.048843079,0.062843114,0.070223439,0.085984939,0.062229361,0.061240394,0.055803198,unknown
P05556;P05556-2;P05556-5;P05556-4;P05556-3,0.026788451,0.016480939,0.027578012,0.0773246,0.181799864,0.027337552,0.016201214,0.026815541,0.075909235,0.176996753,0.028072629,0.017030649,0.027184144,0.079260455,0.195219961,unknown
P23458,0.035092103,0.030461385,0.041236978,0.090705276,0.151546791,0.034486178,0.024622749,0.03232372,0.076074829,0.128895591,0.030416389,0.037331448,0.039827667,0.06710609,0.179872804,unknown
P14923,0.025111671,0.027917006,0.044506573,0.09358855,0.143710768,0.026098449,0.026710575,0.036672438,0.07303239,0.146910235,0.024405053,0.032567423,0.043951226,0.088408066,0.166409577,unknown
Q07666;Q07666-2;Q07666-3,0.093702869,0.146922189,0.038877148,0.026152084,0.02151861,0.103110395,0.109543449,0.038888785,0.023777161,0.02189938,0.104800119,0.166239969,0.049821252,0.028347329,0.026399259,unknown
Q92945,0.128456905,0.119839564,0.044860089,0.029451571,0.028364363,0.100929606,0.104320317,0.036381589,0.025348294,0.02490251,0.113092564,0.133046701,0.048248505,0.03108267,0.031674753,unknown
Q9P206-2;Q9P206;Q9P206-3,0.098255753,0.08489837,0.061467695,0.043342149,0.046962957,0.093345932,0.093167932,0.045166645,0.041321113,0.046534275,0.083822956,0.101459745,0.059547525,0.04755258,0.053154375,unknown
P52732,0.098289269,0.108293785,0.053802247,0.046109795,0.041802544,0.090334657,0.092833745,0.059071565,0.043227677,0.040094018,0.073593222,0.109265652,0.059247154,0.044115425,0.039919245,unknown
Q15058,0.052856037,0.143743157,0.056763559,0.041640185,0.043729805,0.043742489,0.135351296,0.053843432,0.041544049,0.042739739,0.041038668,0.139617326,0.066351777,0.044753919,0.052284562,unknown
O43896,0.101558386,0.130303845,0.043791683,0.029529848,0.024648171,0.105698057,0.122721221,0.041164473,0.026040448,0.023765661,0.102028671,0.148406923,0.045080613,0.031667614,0.023594384,unknown
Q02241,0.009028174,0.076124182,0.092802537,0.065679922,0.065444736,0.009358428,0.075845934,0.100894934,0.084898951,0.087913311,0.007156952,0.084034393,0.092103603,0.077979173,0.070734772,unknown
O00139;O00139-4;O00139-2;O00139-1;O00139-5,0.11818414,0.120147662,0.044902517,0.029276983,0.028278445,0.113088925,0.103240246,0.037474687,0.027201615,0.026206183,0.106856606,0.13950948,0.046324206,0.031530683,0.027777622,unknown
Q99661;Q99661-2,0.134084484,0.104380742,0.038792109,0.027229958,0.026011656,0.143725976,0.103682969,0.035127527,0.026090602,0.02423972,0.117098547,0.122813156,0.041761974,0.027805493,0.027155087,unknown
P33176,0.106547729,0.092956549,0.053386877,0.049126883,0.043094127,0.08548432,0.094186277,0.053345694,0.051247303,0.040445039,0.079140301,0.103119047,0.056073316,0.046452894,0.045393642,unknown
Q9BVG8;Q9BVG8-2;Q9BVG8-6;Q9BVG8-5;Q9BVG8-4,0.049790005,0.078347766,0.07695408,0.064005605,0.066963233,0.048309685,0.064443298,0.081044737,0.06885714,0.067055894,0.042481816,0.083734175,0.078603903,0.068209264,0.061199399,unknown
P52292,0.08192357,0.091042194,0.053504341,0.051575043,0.053062051,0.076444093,0.080930537,0.052270675,0.048614583,0.048039267,0.07369461,0.100938637,0.06475053,0.059934487,0.063275384,unknown
O00505,0.064454959,0.063049296,0.05428468,0.057291709,0.077874438,0.056396302,0.077575969,0.054745788,0.056884218,0.083000237,0.058881457,0.081071807,0.061563208,0.063604234,0.089321698,unknown
O00629,0.061398237,0.065888906,0.054399923,0.062871074,0.083683504,0.060330323,0.059552733,0.051798899,0.054970382,0.083977222,0.054162231,0.067776006,0.060489916,0.073055302,0.105645341,unknown
O60684,0.057898068,0.066031413,0.045645059,0.058911792,0.087739631,0.060632081,0.0667105,0.060269967,0.063819473,0.081225497,0.04823089,0.091560968,0.056438816,0.060462309,0.094423536,unknown
Q14974;Q14974-2,0.058312091,0.059538555,0.050140285,0.063757072,0.095083482,0.054968134,0.056147793,0.051159594,0.067263113,0.09372267,0.046226001,0.063217081,0.057421062,0.070503058,0.112540012,unknown
P01116-2;P01116,0.024278182,0.034071201,0.044503028,0.078055689,0.194357053,0.029582988,0.028883611,0.035532703,0.073881215,0.17376792,0.029470565,0.034380147,0.04041309,0.074181882,0.104640725,unknown
P05783,0.146058523,0.06325542,0.038261012,0.049332585,0.057199335,0.105661408,0.066584794,0.044314418,0.043189449,0.05199903,0.120591359,0.057674769,0.035866434,0.055173051,0.064838413,unknown
Q86UP2;Q86UP2-4;Q86UP2-3;Q86UP2-2,0.017538092,0.009040988,0.019955162,0.078498296,0.214981941,0.015723986,0.008542804,0.01935741,0.076800613,0.212740373,0.016150058,0.009245509,0.019612845,0.079045655,0.202766268,unknown
Q16719;Q16719-2,0.079296075,0.073589059,0.037068802,0.043831813,0.087434916,0.086391429,0.059525213,0.04718741,0.049533468,0.102929983,0.074823733,0.081826174,0.032246249,0.041725184,0.102590492,unknown
Q9H9P8;Q9H9P8-2,0.004761414,0.008768924,0.101264435,0.036604404,0.185276332,0.004415635,0.008620985,0.092506664,0.126159327,0.069246148,0.003535279,0.009077953,0.112835399,0.082694533,0.154232566,unknown
Q53H82,0.02085207,0.020448975,0.042287369,0.072991889,0.141011294,0.017628618,0.018926826,0.038524496,0.071798624,0.267301288,0.016286276,0.023108813,0.037112193,0.077330145,0.134391122,unknown
P25391,0.072060427,0.049613838,0.056169285,0.065899415,0.093741044,0.071731731,0.046097903,0.04920463,0.069002449,0.080223897,0.067688405,0.059189592,0.055082004,0.070982748,0.093312632,unknown
P07942,0.038652676,0.025810632,0.048922288,0.09410196,0.139393419,0.035542773,0.021970986,0.038364267,0.085820809,0.127696069,0.032699816,0.026306517,0.044296111,0.088499216,0.151922461,unknown
P11047,0.045899927,0.031138613,0.054948899,0.101454549,0.144354059,0.038541775,0.029320359,0.046815833,0.073543567,0.118856208,0.037151919,0.033415633,0.04962103,0.089833559,0.105104071,unknown
O43813,0.045105588,0.05642687,0.051552208,0.074927287,0.11651632,0.043110719,0.043449049,0.043875153,0.071744274,0.111058358,0.048478513,0.062613358,0.052579166,0.060594551,0.117968585,unknown
P28838;P28838-2,0.012146949,0.021105415,0.069482803,0.086084321,0.141838892,0.010860241,0.01995833,0.075719868,0.086006288,0.125922949,0.008969056,0.020935694,0.07475003,0.091577286,0.154641876,unknown
Q6PKG0;Q6PKG0-3,0.148754866,0.112623885,0.042418483,0.024452801,0.017407236,0.135872158,0.106844681,0.039240164,0.024251722,0.016508952,0.121932932,0.121601857,0.043684844,0.025410484,0.018994935,unknown
Q71RC2;Q71RC2-4;Q71RC2-5;Q71RC2-3;Q71RC2-6;Q71RC2-2;Q71RC2-7,0.132100948,0.106665251,0.04315238,0.027358142,0.026714344,0.126176095,0.103932539,0.04184211,0.027041315,0.026015056,0.119630714,0.116158142,0.045181627,0.02886889,0.029162448,unknown
Q92615,0.146185174,0.099793772,0.032954048,0.022656627,0.021695494,0.159542017,0.097868506,0.034208721,0.022279075,0.020824874,0.158531877,0.10325925,0.035658421,0.022008537,0.02253361,unknown
Q14847;Q14847-2;Q14847-3,0.030798986,0.038693719,0.059355454,0.081771041,0.114175155,0.028256278,0.037939131,0.059503493,0.076754161,0.109343323,0.034168932,0.046815309,0.060736467,0.085314384,0.136374166,unknown
Q14739,0.037253109,0.02076379,0.03566612,0.107886944,0.244097697,0.02961086,0.020144716,0.032243283,0.090354365,0.130403992,0.033011601,0.021144508,0.037691423,0.097845558,0.061882035,unknown
P00338;P00338-3;P00338-4;P00338-2;P00338-5,0.081088823,0.058566252,0.042134733,0.052014452,0.110002405,0.079582274,0.062372484,0.043479142,0.053493978,0.096124588,0.06881619,0.066457056,0.0418064,0.046838139,0.097223085,unknown
P07195,0.080814722,0.056944985,0.041605443,0.053605418,0.121794634,0.074934734,0.056341157,0.042608846,0.05171223,0.10367212,0.065576031,0.058744981,0.039382895,0.048506705,0.103755098,unknown
P01130;P01130-5;P01130-3;P01130-4;P01130-6;P01130-2,0.115927085,0.07546742,0.044905678,0.046544862,0.052576623,0.112908677,0.073098908,0.04083516,0.044582896,0.048615865,0.109399236,0.094083343,0.041661973,0.043017368,0.056374906,unknown
